emp_no,first_name,last_name,hire_date,birth_date
13738,Bangqing,Mitchem,1988-07-25,1953-02-05
13747,Masaru,Capobianchi,1987-03-06,1955-05-11
13766,Tremaine,Heemskerk,1986-08-18,1952-05-03
13768,Sedat,Lovengreen,1986-11-19,1953-08-13
13769,Yakichi,Trogemann,1986-10-24,1955-10-07
13775,Arve,Maierhofer,1987-10-21,1955-06-30
13786,Takushi,Berendt,1988-07-02,1952-02-27
13787,Xiaobin,Sinicrope,1988-09-19,1952-08-10
13788,Takahira,Furedi,1985-09-22,1955-05-26
13792,Valery,Sury,1985-07-27,1953-05-06
13795,Mayuri,Gewali,1986-08-04,1954-02-06
13796,Paloma,Thorelli,1988-08-28,1953-07-02
13801,Shih,Mayerwieser,1986-03-08,1952-05-27
13809,Kiyotoshi,Basagni,1986-01-12,1953-07-05
13815,Guadalupe,Plotkin,1985-09-09,1953-04-19
13825,Arlette,Pell,1986-08-02,1955-06-12
13841,Christophe,Spinelli,1986-01-09,1952-12-10
13842,Juichirou,Cichocki,1987-11-11,1954-01-21
13846,Guiseppe,Welham,1985-03-20,1952-08-01
13853,Mingsen,Roohalamini,1986-06-02,1952-03-10
13859,Anoosh,Fujisawa,1987-08-23,1952-08-01
13883,Kwangyoen,Barreiro,1988-02-23,1954-04-04
13884,Kensei,Swift,1985-02-18,1953-05-03
13894,Ult,Schonegge,1987-11-28,1952-11-15
13904,Youngkon,Cairo,1987-09-03,1954-02-19
13914,Serge,Albarhamtoshy,1985-08-07,1955-05-03
13916,Vidya,Wynblatt,1986-06-06,1952-04-25
13930,Sukumar,Chartres,1985-11-26,1952-04-28
13934,Shiv,Bratsberg,1988-06-10,1953-11-20
13942,Elzbieta,Esteva,1985-06-13,1953-04-17
13951,Mooi,Genther,1985-12-28,1953-01-28
13960,Nechama,Hettesheimer,1986-01-22,1953-01-03
13962,Maris,Ghelli,1985-05-17,1955-11-14
13966,Boguslaw,Cooman,1988-07-18,1954-01-03
13969,Jianwen,Chandrasekhar,1985-05-29,1953-06-06
13979,Turgut,Highland,1986-06-08,1953-08-27
13986,Geraldo,Ramsey,1985-02-28,1952-02-16
13990,Deborah,Schapiro,1987-10-30,1952-03-07
13992,Ulises,Kenevan,1988-07-27,1955-09-27
13999,Florian,Crouzet,1985-06-11,1952-11-25
14005,Vojin,Stellhorn,1985-05-10,1955-04-08
14015,Manibrata,Picaronny,1987-11-27,1952-06-21
14034,Aloys,Seghrouchni,1985-08-26,1952-05-07
14041,Shan,DeMori,1987-12-22,1954-05-09
14045,Ymte,Alpin,1987-01-21,1953-06-28
14067,Godehard,Trachtenberg,1988-10-21,1955-04-03
14088,Mori,Leslie,1987-11-10,1953-06-03
14102,Feixiong,Jording,1985-04-29,1955-05-11
14107,Xiahua,Rindone,1986-09-04,1953-01-05
14111,Leszek,Cummings,1987-07-12,1955-03-27
14113,Along,Herber,1985-11-17,1955-07-06
14118,Kasturi,Anido,1985-04-06,1953-03-09
14139,Sachin,Conry,1985-06-29,1955-03-06
14167,Adas,Hertweck,1985-12-01,1953-08-11
14191,Jiann,Luby,1987-01-16,1952-09-07
14197,Adin,Chachaty,1987-01-21,1955-08-25
14209,Masanao,Kusakabe,1988-04-06,1955-10-24
14220,Tomofumi,Pargas,1987-12-02,1952-05-01
14224,Guther,Conta,1986-01-30,1952-02-24
14232,Masali,Bojadziev,1987-03-14,1954-09-19
14236,Xuedong,Angiulli,1988-11-07,1952-06-14
14237,Abdulla,Gerlach,1986-06-13,1954-10-17
14242,Sudhanshu,Benaini,1985-06-27,1955-03-14
14254,Chikara,Narahara,1988-04-18,1953-10-07
14257,Kwok,Massonet,1988-06-17,1952-05-07
14275,Tristan,Aseltine,1987-04-16,1953-08-29
14287,Masali,Highland,1985-04-19,1955-11-29
14289,Paraskevi,Gist,1985-12-18,1955-02-11
14290,Miyeon,Olivero,1987-11-12,1955-01-21
14292,Susanna,Vigier,1985-09-16,1953-08-21
14293,Qunsheng,Middleton,1985-05-09,1955-02-10
14298,Chriss,Granlund,1986-12-15,1953-10-02
14310,Marlo,Leuchs,1987-02-23,1953-06-07
14320,Sreenivas,Schaar,1986-06-30,1953-06-17
14322,Shem,Kakkad,1986-10-23,1952-08-14
14323,Golgen,Leslie,1987-03-12,1952-05-31
14340,Vitaly,Wixon,1985-04-03,1955-01-03
14344,Otilia,Buescher,1988-12-16,1955-02-10
14345,Barry,Ramsey,1985-04-06,1954-08-26
14354,Mong,Bojadziev,1985-08-28,1954-05-30
14360,Janche,Erbe,1987-10-24,1955-05-25
14372,Saniya,Srimani,1988-01-23,1952-04-15
14380,Shigeu,Heemskerk,1988-01-30,1952-05-30
14384,Tomofumi,Holburn,1988-02-13,1954-04-30
14422,Toshimo,Gadepally,1985-10-20,1953-10-09
14434,Elvis,Maginnis,1987-11-27,1954-07-08
14439,Raimond,Woycyznski,1986-11-01,1953-07-27
14441,Divine,Manders,1987-03-09,1954-10-25
14460,Yagil,Lueh,1988-01-23,1955-11-28
14478,Munehiro,Boissier,1987-06-25,1952-05-01
14481,Moti,Lammel,1987-08-25,1952-10-30
14483,Supot,Marrevee,1986-01-30,1954-11-01
14486,Indrajit,Birdsall,1986-07-13,1952-07-06
14498,Xiong,Selenyi,1988-10-17,1953-11-03
14501,Taizo,Kroft,1987-06-09,1952-06-11
14509,Danil,Aloia,1987-01-17,1954-09-05
14513,Samphel,Barreiro,1985-07-28,1953-08-02
14514,Fay,Denny,1988-08-17,1955-05-27
14515,Kazuhisa,Versino,1988-07-15,1952-02-22
14516,Kristian,Underwood,1986-11-26,1955-10-19
14518,Patricia,Peir,1986-07-06,1955-06-19
14522,Chuanyi,Ranta,1988-04-23,1955-08-07
14533,Kensei,Borovoy,1985-11-30,1953-12-18
14537,Babette,Engelmann,1986-06-02,1953-12-03
14539,Ashish,Danlos,1985-11-23,1954-10-17
14552,Ibibia,Snyers,1986-09-12,1953-03-21
14556,Fatemeh,Zultner,1985-04-18,1954-08-27
14560,Elrique,Driscoll,1985-05-21,1952-03-15
14581,Gao,Condotta,1988-06-28,1955-08-05
14582,Kiyokazu,Morrin,1985-06-26,1954-06-07
14600,Jayson,Cairo,1988-07-05,1952-12-22
14603,Lech,Marquardt,1986-01-19,1954-11-13
14607,Suzette,Selvestrel,1987-03-03,1953-06-05
14620,Jianhua,Erev,1988-08-04,1954-06-15
14621,Souichi,Wixon,1986-04-15,1953-01-17
14632,Gudjon,McClurg,1987-08-01,1955-08-02
14639,Arvind,Hempstead,1987-11-08,1954-04-03
14640,Toshimori,Kornatzky,1985-05-07,1952-10-17
14642,Florian,Kuhnemann,1987-06-05,1955-06-29
14645,Laurentiu,Glinert,1987-05-01,1955-03-06
14648,IEEE,Lorys,1986-11-16,1955-03-28
14655,Jingling,Segond,1987-06-03,1955-03-06
14659,Sashi,Adachi,1985-03-16,1952-11-19
14675,Teunis,Angel,1988-09-25,1955-08-02
14677,Herbert,Sifakis,1987-02-12,1955-11-29
14683,Alois,Basart,1986-12-02,1955-03-02
14690,Yechezkel,Bellone,1986-02-25,1953-11-07
14693,Brewster,Stranks,1986-05-05,1952-12-08
14710,Mahmut,Hainaut,1988-09-18,1954-06-03
14713,Terresa,Ballarin,1987-10-11,1955-07-15
14722,Sachin,Jakobus,1988-10-25,1954-06-19
14723,Constantino,Assaf,1985-05-24,1953-08-23
14724,Aron,Lemarechal,1986-09-10,1955-12-19
14774,Gio,Sigstam,1988-03-27,1954-10-05
14780,Marlo,Bruckman,1986-09-19,1952-09-08
14785,Zhonghua,Kaiser,1985-10-15,1955-04-23
14793,Stein,Uchoa,1987-02-14,1954-11-11
14814,Odysseas,Nishimukai,1987-10-27,1955-09-01
14817,Gaurav,Masaki,1988-07-09,1955-04-13
14821,Oguz,Kilgore,1987-03-18,1954-12-09
14839,Changho,Cronin,1986-11-13,1952-09-21
14846,Magy,Joslin,1985-10-23,1954-12-13
14853,Taiji,Nergos,1988-03-07,1952-06-30
14854,Angus,Perko,1988-03-12,1953-05-22
14865,Ute,Serra,1986-07-13,1955-08-28
14871,Arnd,Kaiserswerth,1987-08-06,1954-07-08
14877,Arto,Meriste,1988-06-06,1955-11-15
14879,Anyuan,Sigstam,1987-12-29,1954-02-18
14888,Temple,Barriga,1986-12-09,1952-02-14
14899,Alejandro,Casley,1985-02-22,1954-02-26
14905,Karsten,Baja,1987-09-14,1953-04-19
14906,Adil,Parveen,1987-12-11,1953-01-06
14908,Kerhong,Flanders,1985-03-25,1952-05-27
14909,Mohan,Kamble,1988-07-27,1954-12-31
14911,Xiaobin,Chelton,1985-12-30,1952-10-20
14914,Gretta,Benzaken,1988-05-23,1953-04-20
14915,Huican,Picco,1985-02-26,1952-05-20
14923,Shuzo,Gyorkos,1985-05-15,1953-10-08
14928,Satoru,Mukaidono,1985-05-17,1955-06-23
14941,Nathan,Lichtner,1988-12-22,1952-03-21
14942,Heon,Benveniste,1987-11-15,1955-01-22
14949,Insup,Reinhart,1986-02-01,1952-09-21
14954,Fox,Magliocco,1988-08-05,1955-04-04
14955,Boguslaw,Kalefeld,1985-02-03,1954-06-23
14959,Kerryn,Hiyoshi,1988-04-18,1952-11-08
14966,Zhanqiu,Underwood,1986-08-27,1954-02-23
14971,Fan,Simmen,1985-12-02,1955-04-07
14983,Hyuckchul,Pouyioutas,1988-12-26,1955-06-10
14987,Tiina,Demeyer,1988-11-26,1952-12-14
14993,Sanjay,Koblitz,1988-04-20,1955-10-29
15005,Kiam,Sadowsky,1986-05-23,1954-04-02
15016,Woody,Gulik,1988-12-25,1953-05-27
15018,Ramalingam,Prenel,1985-02-28,1954-08-08
15019,Qingxiang,Shokrollahi,1988-11-02,1953-07-29
15024,Yurii,Rullman,1985-04-13,1955-03-06
15029,Giordano,Koshino,1988-03-08,1954-04-08
15030,Rasikan,Nourani,1987-11-09,1954-02-21
15036,Ziva,Delgrande,1985-05-18,1953-04-22
15049,Khun,Waymire,1987-09-17,1954-12-23
15052,Flemming,Kranzdorf,1985-04-05,1955-02-03
15055,Shrikanth,Sherertz,1985-11-23,1953-03-26
15066,Tomokazu,Oaver,1985-06-25,1953-06-03
15069,Manton,Siksek,1987-08-05,1952-12-08
15071,Ayonca,Couchot,1988-10-15,1953-10-31
15075,Radoslaw,Rijsenbrij,1986-04-24,1952-12-13
15077,Toshiki,Taubenfeld,1986-07-19,1954-11-29
15082,Guadalupe,Zirintsis,1986-04-01,1953-04-06
15087,Chirstian,Ushiama,1988-09-14,1954-10-11
15089,Giri,Coney,1987-05-14,1952-12-01
15092,Remmert,Bahi,1985-08-12,1955-06-22
15102,Luigi,Axelband,1988-05-21,1952-07-02
15105,Sudhanshu,Itzigehl,1986-06-09,1953-03-11
15113,Zhiguo,Giaccio,1987-09-14,1955-07-15
15114,Pantung,Honglei,1986-12-21,1955-08-07
15133,Kagan,Malinowski,1988-04-28,1953-08-05
15134,Arun,Luiz,1986-08-16,1952-08-02
15145,Haldon,Servieres,1988-04-19,1954-08-16
15151,Urs,Pouyioutas,1987-07-24,1953-11-13
15176,Charlene,Sankaranarayanan,1987-11-17,1953-10-11
15193,Neelam,Schach,1987-01-16,1955-12-07
15196,Souichi,Duclos,1986-07-31,1955-03-12
15199,Heeju,Bernardinello,1986-10-06,1953-08-11
15202,Pranay,Irland,1986-07-19,1954-05-22
15205,Cheong,Rodiger,1987-10-06,1955-03-12
15208,Sudharsan,Shokrollahi,1985-03-22,1954-08-17
15218,Shuky,Conry,1985-12-22,1955-05-30
15228,Mona,Salvesen,1988-01-17,1953-11-18
15230,Keiichiro,Suessmith,1986-12-10,1954-01-10
15234,Jouko,Zhiwei,1987-09-03,1955-10-18
15237,Reinhard,Sadowsky,1987-08-17,1953-09-02
15243,Mountaz,Famili,1988-04-08,1954-02-07
15248,Edwin,Baar,1986-02-04,1952-03-17
15253,Ayonca,Pardalos,1985-06-06,1954-03-17
15258,Guther,Karcich,1985-04-05,1953-04-04
15269,Eric,Reghbati,1986-08-21,1955-11-01
15271,Shiv,Bernardeschi,1986-12-05,1953-10-17
15278,Adam,Rohrbach,1987-10-29,1954-03-22
15292,Miyeon,Lammel,1986-07-31,1954-12-26
15295,Lobel,Peak,1988-04-25,1954-06-26
15312,Deniz,Linnainmaa,1987-12-26,1954-08-21
15324,Ziya,Lunn,1988-10-10,1953-05-10
15329,Fan,Openshaw,1987-06-09,1954-12-21
15330,Jaroslava,Chinal,1988-05-30,1955-10-08
15334,Luerbio,Kuzuoka,1987-07-06,1953-11-24
15337,Masaru,Radivojevic,1988-08-07,1953-10-05
15343,Chaosheng,Luce,1985-03-12,1955-05-21
15354,Chikara,Nyrup,1985-02-18,1954-10-08
15365,Mikhail,Schiettecatte,1986-08-11,1952-03-09
15369,Premal,Penttonen,1987-04-07,1952-10-11
15370,Chuanyi,Nilsson,1986-09-02,1955-07-02
15372,Nahum,Broder,1988-10-12,1954-01-22
15375,Shuho,Manders,1985-03-01,1953-02-14
15377,Shugo,Aumann,1986-12-19,1953-12-08
15382,Alassane,Siegrist,1985-12-26,1952-07-28
15386,Genki,Sambasivam,1987-05-22,1955-02-13
15392,Pradeep,Markovitch,1985-12-17,1955-02-07
15408,Maik,Penttonen,1988-06-20,1955-02-27
15410,Wilmer,Kushner,1987-06-09,1954-08-18
15412,Huai,Thiria,1985-08-23,1954-05-17
15438,Constantijn,Munoz,1986-12-24,1953-08-17
15441,Arvind,Weisert,1987-05-26,1954-03-11
15452,Kazuhira,Weedman,1985-04-16,1954-01-14
15454,Hongzue,Cesareni,1986-02-27,1954-05-20
15470,Weiwu,Huhdanpaa,1986-07-16,1952-03-30
15474,Gilbert,Plumb,1985-06-30,1953-09-21
15479,Zhenbing,Soicher,1987-01-25,1955-10-24
15480,Kwok,Trogemann,1985-04-07,1955-08-06
15504,Kasturi,Alpin,1987-03-16,1954-09-12
15505,Collette,Mikschl,1986-08-30,1954-10-18
15510,Inderjeet,Sethi,1987-08-29,1954-01-13
15511,George,Kowalchuk,1985-05-11,1955-12-29
15518,Uno,Valtorta,1987-04-19,1953-01-26
15525,Masadi,Cherinka,1985-11-18,1952-02-18
15534,Guozhong,Grabner,1987-05-06,1954-02-23
15539,Shigeichiro,Spieker,1985-08-12,1955-11-22
15543,Mingdong,Staelin,1988-07-30,1954-05-25
15545,Masadi,Suri,1985-09-10,1953-06-25
15548,Sanjai,Caine,1985-10-26,1954-12-07
15563,Constantino,Zykh,1987-04-08,1952-03-10
15565,True,Muchinsky,1986-12-16,1954-04-27
15566,Baoqiu,Azuma,1988-04-11,1955-09-25
15569,Rosalie,Garnick,1988-07-04,1953-12-27
15600,Mack,Perna,1985-04-26,1954-01-17
15601,Carrsten,Anily,1988-12-24,1954-07-08
15623,Vishu,Falby,1985-09-23,1955-04-03
15641,Jaana,Roisin,1986-09-25,1955-01-28
15651,Huan,Iwayama,1985-11-22,1955-07-15
15656,Mohammad,Schaaf,1987-05-26,1952-05-17
15666,Pintsang,Rothenberg,1987-01-27,1954-09-05
15682,Hiroyasu,Przulj,1988-06-20,1953-01-07
15687,Dekang,Ambroszkiewicz,1986-12-09,1955-08-26
15703,Chenye,Hanratty,1985-11-18,1955-05-02
15708,Reuven,Kushnir,1988-11-26,1955-03-04
15714,Troy,Bala,1986-06-24,1952-10-02
15715,Insup,Ibel,1987-10-24,1955-02-26
15726,Zhilian,Parascandalo,1985-07-03,1954-12-23
15728,Jaewon,Nooteboom,1986-05-30,1955-04-10
15739,Poorav,Bahr,1987-02-12,1953-10-29
15740,Stepehn,Pocchiola,1988-03-03,1954-02-22
15750,Arumugam,Bresenham,1986-11-29,1952-07-04
15753,Sanjay,Breugel,1986-04-22,1954-11-15
15762,Kien,Impagliazzo,1987-12-23,1955-04-26
15765,Tonny,Taubenfeld,1988-01-29,1955-01-19
15767,Baocai,Broomell,1985-06-08,1954-07-30
15769,Pranay,Oskamp,1986-06-16,1954-01-06
15788,Taegyun,Deyuan,1988-03-14,1952-12-23
15799,Manton,Gelosh,1988-05-07,1952-03-25
15809,Mingsen,Antonisse,1988-06-07,1955-05-09
15819,Magdalena,Rajcani,1987-09-18,1955-04-10
15821,Aleksander,Antonakopoulos,1988-06-09,1954-02-03
15846,Bowen,Litecky,1988-10-02,1953-05-29
15861,Gio,Anido,1988-02-10,1952-02-24
15866,Angel,Seiwald,1986-10-03,1952-12-21
15869,Guoxiang,Bala,1988-08-21,1954-12-15
15876,Munehiro,Vakili,1985-08-02,1952-09-13
15877,Yannik,Kroll,1986-03-02,1955-03-01
15880,Miquel,Dechter,1986-01-30,1955-01-23
15889,Sasan,Azumi,1986-02-03,1955-03-06
15892,Lunjin,Pettis,1986-09-20,1955-01-29
15901,Marsja,Fargier,1987-09-23,1953-07-05
15902,Kazuhide,Stille,1985-06-27,1954-09-09
15905,DeForest,Petersohn,1987-09-20,1952-10-08
15911,Shaibal,Viele,1986-06-10,1952-08-29
15912,Piyawadee,Cichocki,1985-07-17,1954-01-09
15920,Sanjit,Laurillard,1988-10-04,1954-02-08
15934,Kensyu,Shinomoto,1985-11-21,1955-02-06
15938,Garnik,Covnot,1988-10-16,1952-05-06
15942,Murthy,Rosca,1986-09-09,1955-07-07
15943,Yakkov,Demke,1986-10-18,1953-12-31
15945,Hauke,Larfeldt,1986-11-15,1952-09-05
15946,Sham,Onuegbe,1985-03-28,1954-02-19
15948,Karoline,Versino,1986-01-14,1955-03-05
15955,Yuguang,Dratva,1986-03-31,1953-12-30
15971,Arumugam,Aloia,1988-05-03,1954-09-07
15977,King,Ballarin,1985-11-06,1955-04-30
15978,Kaijung,Wielonsky,1986-11-14,1954-01-31
15993,Yoshimitsu,Peir,1988-03-23,1952-07-03
16000,Marek,Demos,1985-04-03,1952-02-09
16018,Boutros,Papadias,1987-10-06,1954-03-11
16019,Chaoyi,Heystek,1985-08-01,1955-11-30
16025,Doowon,Luce,1985-08-17,1952-04-06
16028,JiYoung,Takkinen,1988-08-12,1952-09-20
16033,Wayne,Spelt,1986-07-14,1954-08-06
16052,Maria,Rodham,1985-11-24,1952-06-13
16066,Marsha,Penn,1985-09-16,1952-12-05
16068,Leandro,Zongker,1986-09-21,1952-03-05
16076,Marko,Ebeling,1985-12-21,1954-11-04
16077,Kannan,Heemskerk,1987-07-02,1952-10-12
16086,Mohammad,Denos,1986-04-09,1953-03-25
16094,Berto,Rosar,1985-08-31,1953-04-14
16099,Mohan,Ferretti,1987-04-20,1953-10-14
16105,Alper,Tetzlaff,1985-12-31,1955-09-05
16126,Tse,Crabtree,1988-05-29,1955-09-23
16130,Kerryn,Belinskaya,1988-11-19,1955-09-07
16134,Annemarie,Chaudhuri,1986-10-09,1952-08-07
16138,Leucio,Krzyzanowski,1986-04-29,1952-05-30
16146,Cathie,Meriste,1986-12-22,1955-02-23
16154,Monique,Docker,1987-11-07,1954-10-22
16164,Janche,Kinley,1986-08-29,1955-01-13
16185,Marin,Winter,1987-04-28,1953-03-03
16192,Leandro,Sigstam,1986-10-23,1954-04-14
16201,Krassimir,Olano,1987-08-13,1952-11-18
16203,Mori,Kulisch,1986-05-19,1955-01-08
16212,Izaskun,Glinert,1985-12-05,1955-06-05
16222,Shaz,Thummel,1988-10-21,1955-12-04
16227,Hitomi,Vural,1985-09-25,1953-09-30
16229,Ronnie,Lanzelotte,1988-09-06,1955-12-24
16230,Ung,Babu,1985-08-08,1955-07-16
16233,Sushant,Baba,1987-03-24,1955-11-17
16234,Jacopo,Basart,1986-05-14,1954-01-18
16237,Slavian,Leaver,1987-08-12,1955-12-04
16246,Makato,Masaki,1985-06-25,1954-08-18
16252,Carrsten,Mattern,1988-07-10,1954-01-20
16255,Tomokazu,Ohori,1988-12-06,1953-11-16
16266,Mikhail,Sethi,1985-10-25,1952-03-12
16272,Shuho,Zeleznik,1986-04-16,1953-07-23
16274,Sadun,Navazio,1986-05-19,1953-06-02
16302,Bedir,Speek,1985-08-10,1955-06-11
16324,Billie,Bazzichi,1986-10-23,1955-07-23
16331,Giap,Garnham,1985-12-25,1953-03-30
16337,Hironoby,Schaad,1986-11-07,1953-05-05
16341,Boutros,Fendler,1985-11-01,1955-09-18
16355,Nikolaos,Luca,1985-09-02,1953-03-16
16360,Sham,Jonsson,1987-10-10,1952-09-16
16364,Yifei,Gini,1988-09-19,1953-11-15
16365,Janalee,Mellouli,1985-04-27,1954-04-29
16373,Narain,Aseltine,1987-07-10,1954-05-09
16377,Duri,Stanger,1988-10-02,1952-10-27
16380,Zhilian,Chleq,1986-06-01,1955-05-02
16382,Chaoyi,Talmon,1987-05-05,1955-05-23
16383,Lidong,Czap,1986-09-24,1952-07-22
16388,Subhankar,Georgatos,1988-10-17,1952-05-03
16396,Guangming,Yoshimura,1987-09-14,1953-10-16
16397,Shimshon,Cusworth,1985-05-24,1953-12-22
16398,Limsoon,Krzyzanowski,1988-11-07,1955-01-24
16399,Apostol,Collette,1988-07-12,1954-06-04
16404,Rafols,Rabehasaina,1987-07-19,1955-07-02
16412,Moss,Tokunaga,1988-01-13,1953-12-11
16425,Idoia,Beerel,1987-10-10,1955-10-10
16438,Abdulla,Demeyer,1985-05-17,1953-03-31
16446,Jouko,Chinin,1987-07-06,1955-05-10
16447,Zhiguo,Savasere,1987-04-28,1952-02-03
16448,Tsvetan,Zwicker,1985-02-15,1953-02-19
16453,Goncalo,Basart,1986-12-16,1953-09-23
16471,Bogdan,Birta,1988-12-02,1955-10-05
16478,Bedir,Wroclawski,1988-09-27,1952-02-27
16479,Jixiang,Eiter,1986-04-14,1955-01-23
16486,Sanjay,Perin,1986-03-18,1955-12-22
16487,Arunas,Yemenis,1985-10-24,1955-01-09
16490,Muzhong,Thiria,1987-04-06,1955-05-16
16491,Emdad,Radwan,1988-05-28,1952-12-03
16500,Elvis,Servieres,1985-07-15,1953-02-02
16504,Mong,Cromarty,1987-03-11,1955-02-14
16510,Mototsugu,Vecchio,1986-04-06,1954-10-28
16537,Weidon,Seiwald,1986-01-15,1952-05-18
16539,Gretta,Fetvedt,1987-12-07,1953-06-09
16546,Sangeeta,Lanphier,1986-03-16,1954-06-09
16549,Olivera,Thibadeau,1985-07-06,1953-11-24
16551,Sadegh,Ranon,1986-08-21,1952-03-13
16556,Mostafa,Hiltgen,1987-12-27,1954-05-22
16557,Fan,Majewski,1985-06-20,1954-02-28
16567,Hein,Senzako,1987-06-17,1954-03-19
16570,Uta,Matzen,1988-12-15,1954-08-26
16580,Masaru,Valiente,1986-06-20,1952-12-17
16607,Vishwani,Honglei,1987-09-18,1955-02-19
16608,Boguslaw,Greibach,1987-04-29,1953-08-23
16619,Arvind,Boguraev,1987-09-20,1953-09-28
16657,Yongdong,Heyers,1986-07-12,1955-05-29
16658,Florian,Soicher,1986-01-18,1952-08-28
16672,Georgi,Peris,1986-03-13,1955-04-25
16674,Duke,Takanami,1988-08-30,1955-11-13
16679,Domenick,Cummings,1986-09-25,1955-07-26
16683,Hatem,Ghandeharizadeh,1986-11-19,1955-05-30
16706,Gad,Krone,1987-05-04,1952-11-15
16716,Ramachenga,Zumaque,1985-10-22,1952-04-16
16719,Sasan,Benantar,1986-03-25,1954-09-30
16723,Mohd,Randt,1986-12-24,1955-05-30
16729,Kirk,Broomell,1988-12-31,1953-04-16
16731,Domenico,Versino,1986-04-15,1953-10-21
16733,Zijian,Serna,1986-07-28,1955-08-02
16759,Vojin,Masaki,1987-01-10,1952-10-24
16799,Shigeichiro,Bamford,1986-04-26,1953-12-27
16801,Gila,Strooper,1987-12-16,1953-05-23
16803,Ziva,Rohrbach,1985-03-14,1954-11-12
16806,Sreekrishna,Dayana,1988-06-25,1952-06-13
16808,Kiyokazu,Katiyar,1987-11-10,1955-04-17
16832,Mads,Binkley,1985-02-26,1954-04-30
16851,Leon,Stasinski,1985-06-09,1953-08-09
16852,Yefim,Fontet,1985-05-14,1953-09-14
16858,Akeno,Gustavson,1988-03-18,1952-07-05
16862,JiYoung,Eppinger,1985-04-06,1955-11-03
16864,Candido,Gecsel,1987-10-29,1954-11-01
16868,Gou,Vandervoorde,1985-12-14,1952-06-09
16869,Yakkov,Huttel,1987-11-13,1954-12-11
16871,Munir,Stiles,1986-08-23,1953-12-02
16875,Nikolaos,Radhakrishnan,1987-05-16,1955-03-24
16880,Honesty,Bresenham,1986-08-24,1953-04-26
16885,Ronghao,Stentiford,1986-05-26,1953-12-18
16897,Charlene,Ebeling,1985-12-08,1953-05-07
16910,Kazunori,Botman,1986-05-29,1953-03-06
16919,Tesuya,Yurov,1987-01-13,1953-12-23
16921,Evgueni,Yeung,1988-01-21,1952-03-28
16929,Murthy,Burnard,1987-05-19,1954-03-02
16954,Akhilish,Apsitis,1986-08-06,1953-10-31
16955,Sangeeta,Marrakchi,1985-05-22,1955-09-05
16969,Sanjit,Braccini,1988-10-26,1955-02-10
16986,Hirochika,Gecseg,1985-06-12,1952-10-28
16988,Xiong,Peron,1988-05-30,1952-03-18
16993,Hongzue,Dahlbom,1986-05-29,1954-12-28
16996,Shigenori,Millington,1988-12-15,1952-04-10
16999,Bezalel,Sadowsky,1987-12-12,1952-04-01
17012,Valdiodio,Petereit,1985-11-04,1953-03-29
17018,Berhard,Tasistro,1986-02-20,1955-04-01
17024,Ewing,Siepmann,1987-07-12,1953-11-14
17041,Nishit,Montemayor,1987-01-19,1952-03-07
17046,Fay,Kornyak,1987-07-22,1954-06-08
17047,Qingxiang,Rijsenbrij,1987-12-07,1953-07-19
17048,Christoph,Murthy,1988-09-26,1954-08-24
17055,Marin,Wixon,1988-01-05,1955-01-25
17063,Anoosh,Thiran,1985-12-12,1952-05-18
17066,Heping,Ruther,1987-02-27,1953-01-01
17068,Bodh,Gopalakrishnan,1987-02-17,1953-10-17
17072,Richara,Bala,1986-12-12,1954-07-04
17076,Gudjon,Hitomi,1987-01-04,1954-10-01
17078,Gill,Hinsberger,1987-03-31,1954-10-22
17081,Weiru,Murtafg,1985-12-28,1952-05-01
17089,Rafail,Erman,1985-04-10,1954-02-08
17097,Cathie,Berztiss,1985-03-19,1952-05-01
17098,Xuedong,Gelosh,1988-02-13,1955-02-22
17101,Sandeepan,Compeau,1987-10-17,1955-06-14
17102,Radhika,Garnick,1985-04-03,1954-01-23
17103,Takahiro,Feldmann,1985-05-09,1953-04-03
17112,Yuguang,Vickson,1988-07-14,1954-03-04
17120,Yifei,Polupanov,1987-02-09,1952-11-12
17125,Akhilish,Zweizig,1985-10-17,1953-02-09
17126,Matk,Schapire,1986-11-30,1952-02-11
17140,Mabhin,Schwabacher,1985-04-19,1952-10-21
17143,Ziyad,Munke,1985-09-10,1955-06-21
17146,Aemilian,Barbanera,1986-08-27,1955-11-15
17154,Aria,Milicia,1987-03-31,1954-06-26
17158,Danai,Vecchio,1988-09-03,1954-02-21
17159,Quingbo,Mitchem,1987-10-22,1952-09-11
17160,Shay,Montemayor,1988-02-22,1952-09-26
17163,Yurii,Papsdorf,1988-03-12,1955-05-18
17185,Danai,Wilfing,1987-01-19,1953-08-27
17199,Vasilis,Guardalben,1987-01-18,1953-12-27
17204,Jacqueline,Erdmenger,1987-02-06,1954-03-03
17215,Junichi,Langford,1985-03-07,1953-08-22
17220,Lorien,Panwar,1988-11-14,1955-07-09
17222,Leen,Muchinsky,1987-10-04,1954-04-25
17224,Denis,Back,1985-07-29,1955-04-06
17235,Ronnie,Rissanen,1985-06-13,1954-02-14
17236,Matk,Merro,1987-02-02,1954-08-15
17245,Neven,Milicia,1987-06-06,1952-09-29
17260,Abdulah,Famili,1987-05-18,1954-11-10
17275,Shmuel,Danlos,1985-08-30,1952-08-05
17277,Arnd,Hopewell,1987-08-25,1955-08-15
17280,Xuejia,Merle,1986-07-25,1954-07-03
17285,Mario,Weiland,1986-11-07,1952-09-11
17293,Demin,Alpin,1986-03-01,1955-06-20
